1200 339.40651625 339.664944483 338.881265275 339.213487933 341.319279157
1400 306.084945695 306.710920155 305.969808452 306.01053439 306.317858217
1600 282.065964157 282.029171893 282.437862405 284.914325235 282.058596688
1800 264.177697207 264.130951477 263.97853828 264.26133494 264.108717712
2000 253.08054161 253.005057583 252.871652662 252.97781672 252.87768483
2200 256.17203306 256.02885438 256.041903223 256.043035795 256.022949627
2400 248.781370333 248.848687614 249.002379138 251.966500833 248.822052826
2600 242.293446873 242.638322427 242.59653415 242.564420315 242.620820952
2800 238.981202422 238.745795095 238.698698737 238.833225298 238.621454111
3000 237.480985428 236.50614819 235.831380655 236.921239248 236.318819755
