1200 293323.0 292882.0 286914.0 291877.0 291632.0
1400 338380.0 349291.0 336914.0 340129.0 340994.0
1600 387782.0 384186.0 384589.0 383716.0 388564.0
1800 429509.0 428110.0 428716.0 430230.0 427773.0
2000 472565.0 474568.0 474286.0 475280.0 474828.0
2200 518703.0 519980.0 516751.0 517674.0 517988.0
2400 554360.0 563932.0 559345.0 552478.0 554680.0
2600 590607.0 597958.0 598642.0 595257.0 608195.0
2800 640516.0 635858.0 634237.0 623633.0 636594.0
3000 671208.0 679329.0 669415.0 681492.0 674089.0
