1200 4334450.05717 4330913.80511 4322247.96939 4331241.81507 4331590.60591
1400 5027595.50383 5041406.33995 5051941.14879 5039105.05775 5037957.86416
1600 5750673.09448 5752268.78212 5752296.1341 5732322.20384 5758504.61567
1800 6443278.76709 6434544.92317 6419092.36884 6443745.98839 6446131.5501
2000 7135495.76226 7129189.32221 7101034.06507 7127467.68 7145826.29129
2200 7817166.38282 7819277.39233 7808313.30548 7809037.79088 7793640.4142
2400 8489740.68181 8461128.93234 8480125.07564 8470444.57604 8462457.50375
2600 9147088.40299 9163654.26074 9137708.93356 9158140.07677 9151161.72203
2800 9781755.14359 9790298.18913 9789666.09541 9817748.72109 9804859.26836
3000 10386963.8135 10427213.7544 10412159.6844 10418224.5022 10389455.0212
