1200 134440.0 133222.0 134045.0 132283.0 133049.0
1400 158873.0 157524.0 159390.0 159210.0 158981.0
1600 184462.0 183805.0 184156.0 180957.0 184560.0
1800 207285.0 207378.0 207785.0 206598.0 208995.0
2000 233931.0 233832.0 235096.0 233842.0 235517.0
2200 261963.0 262211.0 261556.0 262529.0 264031.0
2400 290382.0 291446.0 291089.0 280559.0 289875.0
2600 321600.0 320529.0 320960.0 321503.0 320325.0
2800 349682.0 348305.0 346257.0 349759.0 348326.0
3000 379291.0 380504.0 379580.0 375156.0 376646.0
