1200 1489360.0 1582390.0 1594430.0 1501860.0 1587870.0
1400 1849400.0 1840330.0 1847030.0 1849530.0 1845890.0
1600 2099900.0 2093600.0 2091890.0 2104640.0 2108480.0
1800 2321180.0 2332290.0 2337790.0 2330570.0 2333850.0
2000 2565110.0 2577740.0 2557430.0 2412760.0 2529830.0
2200 2798220.0 2761620.0 2782920.0 2789440.0 2804010.0
2400 2980270.0 3000470.0 3005870.0 2990970.0 3002040.0
2600 3199090.0 3210680.0 3183470.0 3111580.0 3195830.0
2800 3396130.0 3388360.0 3409270.0 3406290.0 3371350.0
3000 3594340.0 3585050.0 3576970.0 3593690.0 3588170.0
