0 0 1490680.0 1489850.0 1486350.0 1509660.0 1503540.0
0 4 1345680.0 1349220.0 1355520.0 1357040.0 1365250.0
0 8 1279210.0 1291790.0 1284510.0 1292190.0 1304110.0
0 12 1220910.0 1234160.0 1226570.0 1207900.0 1227240.0
0 16 1189910.0 1186660.0 1193200.0 1187830.0 1178670.0
0 20 1147160.0 1138880.0 1149560.0 1155710.0 1153600.0
4 0 900226.0 898587.0 885297.0 893056.0 880909.0
4 4 2241630.0 2224730.0 2223850.0 2234070.0 2231790.0
4 8 2163730.0 2172440.0 2188420.0 2168920.0 2144860.0
4 12 2056530.0 2052480.0 2062070.0 2067410.0 2061250.0
4 16 1992410.0 1997710.0 2025580.0 2003460.0 2000720.0
4 20 1943810.0 1938320.0 1946860.0 1945040.0 1950140.0
8 0 888811.0 887973.0 880768.0 888468.0 893517.0
8 4 2267260.0 2277590.0 2278300.0 2262560.0 2281910.0
8 8 2211710.0 2226490.0 2200220.0 2227450.0 2199430.0
8 12 2102300.0 2102320.0 2096490.0 2092060.0 2099290.0
8 16 2027880.0 2049980.0 2032090.0 2036860.0 2025760.0
8 20 1976150.0 1948460.0 1951510.0 1958360.0 1962440.0
12 0 897959.0 895245.0 906068.0 894457.0 905121.0
12 4 2227270.0 2208210.0 2198520.0 2211160.0 2217360.0
12 8 2157490.0 2177550.0 2170770.0 2158460.0 2150250.0
12 12 2050950.0 2060960.0 2052600.0 2055390.0 2050340.0
12 16 1995440.0 1998890.0 1994430.0 1972470.0 1976610.0
12 20 1926240.0 1924000.0 1912610.0 1924240.0 1921010.0
16 0 886765.0 892928.0 896172.0 877454.0 883823.0
16 4 2104700.0 2098560.0 2129590.0 2137030.0 2120620.0
16 8 2104440.0 2103310.0 2081540.0 2097940.0 2076710.0
16 12 1971280.0 1995750.0 1991780.0 1981430.0 1978030.0
16 16 1923940.0 1916770.0 1912950.0 1936990.0 1931470.0
16 20 1847120.0 1845910.0 1869370.0 1852860.0 1850040.0
20 0 892124.0 893509.0 883012.0 891888.0 889603.0
20 4 2026660.0 2032940.0 2095950.0 2071970.0 2075930.0
20 8 2013120.0 2012880.0 1993990.0 1972250.0 1968600.0
20 12 1897630.0 1890710.0 1892380.0 1865590.0 1884190.0
20 16 1852700.0 1840760.0 1831810.0 1828920.0 1817300.0
20 20 1759920.0 1765700.0 1757790.0 1747110.0 1749670.0
