0 0 229.372 204.122 213.27 199.051 237.73
0 4 213.893 216.827 213.857 238.189 210.311
0 8 205.699 210.443 230.984 213.887 214.621
0 12 215.443 225.668 223.969 235.385 230.139
0 16 220.337 239.262 212.622 254.597 222.781
0 20 206.835 219.944 264.263 217.367 229.888
4 0 212.439 228.052 218.642 198.108 205.876
4 4 1006.61 932.471 843.17 976.513 1109.07
4 8 887.041 904.497 946.351 890.093 910.111
4 12 750.579 765.242 816.103 771.926 701.984
4 16 813.954 1099.55 908.725 1091.73 1019.6
4 20 788.691 879.711 803.629 776.124 742.351
8 0 217.66 197.005 218.568 219.206 225.25
8 4 4581.82 3985.41 3689.43 4628.85 4537.53
8 8 2530.72 2592.36 2331.38 3477.94 2202.54
8 12 2932.08 2219.07 2257.8 2387.78 2581.48
8 16 2634.32 2009.01 2334.65 2351.77 2319.35
8 20 2615.43 3164.61 3478.88 2373.94 2420.17
12 0 223.699 204.773 265.209 217.082 207.264
12 4 26129.7 25218.7 19706.7 22261.5 20632.5
12 8 17761.5 16125.9 15559.8 17304.9 17710.0
12 12 17746.2 16692.6 17666.5 12604.4 13940.8
12 16 14130.9 12747.2 14845.2 16389.4 14624.3
12 20 12497.4 14154.9 14657.7 11171.1 10937.4
16 0 241.282 223.672 214.218 204.857 224.021
16 4 70145.3 78317.0 73822.1 65619.7 70290.0
16 8 51820.2 49980.7 55375.0 51286.0 52288.5
16 12 54363.2 51062.8 53527.1 51499.4 54526.5
16 16 43151.6 48020.4 46291.5 44355.9 44401.5
16 20 48459.1 50741.3 52621.5 53721.7 52911.9
20 0 228.293 207.485 203.865 207.036 206.349
20 4 126499.0 120857.0 99080.6 112276.0 98405.4
20 8 102858.0 105979.0 108734.0 114663.0 120604.0
20 12 99950.3 106338.0 110991.0 118912.0 114931.0
20 16 97881.9 104699.0 103158.0 107759.0 118173.0
20 20 95977.0 106369.0 110701.0 115611.0 116785.0
