0 0 229136000.0 229136000.0 229136000.0 229137000.0 229136000.0
0 4 229137000.0 229136000.0 229137000.0 229138000.0 229135000.0
0 8 229142000.0 229147000.0 229144000.0 229143000.0 229143000.0
0 12 229143000.0 229144000.0 229143000.0 229143000.0 229144000.0
0 16 229142000.0 229144000.0 229142000.0 229143000.0 229143000.0
0 20 229144000.0 229143000.0 229143000.0 229143000.0 229143000.0
4 0 229145000.0 229144000.0 229143000.0 229144000.0 229144000.0
4 4 229089000.0 229090000.0 229085000.0 229088000.0 229091000.0
4 8 229093000.0 229089000.0 229097000.0 229092000.0 229094000.0
4 12 229098000.0 229094000.0 229095000.0 229095000.0 229092000.0
4 16 229097000.0 229093000.0 229095000.0 229094000.0 229097000.0
4 20 229094000.0 229091000.0 229104000.0 229093000.0 229098000.0
8 0 229142000.0 229144000.0 229143000.0 229142486.0 229144000.0
8 4 229090000.0 229090000.0 229087000.0 229090000.0 229087000.0
8 8 229097000.0 229097000.0 229093000.0 229095000.0 229093000.0
8 12 229095000.0 229096000.0 229095000.0 229094000.0 229094000.0
8 16 229093000.0 229095000.0 229095000.0 229095000.0 229094000.0
8 20 229095000.0 229092000.0 229095000.0 229096000.0 229099000.0
12 0 229143000.0 229142000.0 229143000.0 229143000.0 229144000.0
12 4 229083000.0 229088000.0 229085000.0 229084000.0 229088000.0
12 8 229094000.0 229091000.0 229093000.0 229092000.0 229090000.0
12 12 229093000.0 229090000.0 229091000.0 229092000.0 229093000.0
12 16 229093000.0 229091000.0 229093000.0 229093000.0 229092000.0
12 20 229093000.0 229095000.0 229092000.0 229092000.0 229088000.0
16 0 229143000.0 229144000.0 229144000.0 229143000.0 229142000.0
16 4 229084000.0 229083000.0 229084000.0 229091000.0 229084000.0
16 8 229090000.0 229094000.0 229090000.0 229088000.0 229087000.0
16 12 229092000.0 229093000.0 229091000.0 229090000.0 229087000.0
16 16 229086000.0 229085000.0 229084000.0 229084000.0 229082000.0
16 20 229087000.0 229089000.0 229089000.0 229089000.0 229088000.0
20 0 229144000.0 229143000.0 229144000.0 229142000.0 229143000.0
20 4 229087000.0 229083000.0 229082000.0 229084000.0 229079000.0
20 8 229090000.0 229087000.0 229089000.0 229088000.0 229089000.0
20 12 229090000.0 229091000.0 229092000.0 229093000.0 229088000.0
20 16 229089000.0 229091000.0 229088000.0 229087000.0 229087000.0
20 20 229091000.0 229087000.0 229089000.0 229092592.0 229091000.0
