0 0 296.75 296.75 297.0 296.0 295.5
0 4 318.75 318.75 319.0 319.0 318.75
0 8 330.0 328.0 328.75 330.0 328.75
0 12 337.0 337.0 337.25 337.0 337.75
0 16 345.0 344.75 344.5 344.5 346.0
0 20 353.25 353.0 353.25 353.0 353.75
4 0 415.75 415.5 417.0 416.25 415.75
4 4 605.75 606.0 605.0 605.5 606.0
4 8 620.5 621.0 620.5 621.25 623.25
4 12 644.0 643.0 643.5 643.25 643.5
4 16 665.0 665.0 665.0 666.5 665.0
4 20 682.0 682.5 682.0 682.5 682.5
8 0 415.5 415.5 415.25 416.75 415.5
8 4 640.25 640.0 640.0 640.0 639.75
8 8 655.25 655.0 655.5 655.5 655.0
8 12 682.5 681.5 682.0 682.75 682.5
8 16 704.5 703.5 703.5 704.0 704.0
8 20 723.25 723.0 724.0 723.0 723.0
12 0 417.0 419.0 417.5 415.0 415.0
12 4 670.0 669.5 667.5 668.0 669.5
12 8 683.0 683.0 682.75 683.0 683.5
12 12 716.0 714.0 713.0 710.5 711.25
12 16 733.0 732.75 734.75 734.5 734.25
12 20 754.75 754.75 755.5 753.25 753.25
16 0 415.0 416.5 415.0 416.5 416.0
16 4 702.5 703.5 703.5 698.75 702.5
16 8 710.0 710.0 711.25 710.25 712.0
16 12 743.0 740.5 742.5 741.0 745.0
16 16 760.0 764.0 762.0 760.75 763.0
16 20 785.75 787.0 790.5 789.0 789.0
20 0 415.5 417.25 416.25 415.0 415.0
20 4 736.5 736.0 720.75 728.0 720.0
20 8 740.5 743.5 744.75 747.25 750.75
20 12 775.75 778.5 783.5 785.0 784.25
20 16 799.25 802.75 800.25 801.5 809.0
20 20 822.75 828.0 831.0 834.0 835.0
