1200 293.75 294.25 294.25 293.25 294.0
1400 250.25 252.25 250.75 250.75 251.25
1600 251.25 251.25 252.0 251.25 251.75
1800 240.25 240.25 240.5 241.25 240.0
2000 232.5 233.0 232.75 232.25 233.25
2200 231.25 231.25 231.25 231.25 231.5
2400 288.25 287.25 289.25 290.25 289.0
2600 289.25 289.25 290.5 289.25 289.25
2800 290.25 290.5 289.5 290.25 289.25
3000 290.25 290.25 290.25 289.25 289.25
