#X L1-dcache-load-misses-median L1-dcache-load-misses-min L1-dcache-load-misses-max
1.2 3.946450e+06 3.707930e+06 4.002780e+06
1.4 4.615450e+06 4.535800e+06 4.656140e+06
1.6 5.209470e+06 5.191250e+06 5.279240e+06
1.8 5.801040e+06 5.693990e+06 5.830630e+06
2.0 6.272700e+06 6.003680e+06 6.440240e+06
2.2 6.901290e+06 6.819890e+06 7.009450e+06
2.4 7.443600e+06 7.423920e+06 7.516310e+06
2.6 7.942010e+06 7.796170e+06 8.016800e+06
2.8 8.429370e+06 8.307000e+06 8.521400e+06
3.0 8.881200e+06 8.857310e+06 8.914350e+06
