#X lat99-median lat99-min lat99-max
1.2 6.140000e+02 6.135000e+02 6.237500e+02
1.4 5.460000e+02 5.450000e+02 5.520000e+02
1.6 4.960000e+02 4.952500e+02 4.962500e+02
1.8 4.585000e+02 4.580000e+02 4.610000e+02
2.0 4.295000e+02 4.290000e+02 4.325000e+02
2.2 4.072500e+02 4.070000e+02 4.082500e+02
2.4 3.905000e+02 3.897500e+02 3.910000e+02
2.6 3.830000e+02 3.820000e+02 3.835000e+02
2.8 3.747500e+02 3.747500e+02 3.780000e+02
3.0 3.657500e+02 3.647500e+02 3.670000e+02
