#X llc-loads-median llc-loads-min llc-loads-max
1.2 9.448250e+03 9.397280e+03 9.541020e+03
1.4 1.112230e+04 1.103370e+04 1.120320e+04
1.6 1.268850e+04 1.252290e+04 1.271790e+04
1.8 1.413180e+04 1.411550e+04 1.426050e+04
2.0 1.577130e+04 1.569620e+04 1.580720e+04
2.2 1.729760e+04 1.715800e+04 1.741360e+04
2.4 1.884980e+04 1.824960e+04 1.894000e+04
2.6 2.057390e+04 2.047060e+04 2.068010e+04
2.8 2.217100e+04 2.204410e+04 2.223820e+04
3.0 2.466680e+04 2.453400e+04 2.481670e+04
