#X Throughput-median Throughput-min Throughput-max
1.2 3.679666e+10 3.671816e+10 3.681738e+10
1.4 4.281364e+10 4.270639e+10 4.291229e+10
1.6 4.884912e+10 4.868541e+10 4.890971e+10
1.8 5.471130e+10 5.449808e+10 5.474001e+10
2.0 6.052215e+10 6.028366e+10 6.065921e+10
2.2 6.627822e+10 6.613655e+10 6.636612e+10
2.4 7.187817e+10 7.179074e+10 7.204492e+10
2.6 7.762928e+10 7.750749e+10 7.771869e+10
2.8 8.302033e+10 8.295019e+10 8.324072e+10
3.0 8.823214e+10 8.801719e+10 8.834440e+10
