#X llc-loads-median llc-loads-min llc-loads-max
1.2 1.966790e+02 1.784970e+02 2.066790e+02
1.4 1.980940e+02 1.827110e+02 2.083890e+02
1.6 1.791040e+02 1.736290e+02 1.938720e+02
1.8 1.883080e+02 1.813370e+02 2.099530e+02
2.0 1.912210e+02 1.811930e+02 1.932150e+02
2.2 1.854870e+02 1.779740e+02 2.096750e+02
2.4 1.862270e+02 1.804390e+02 1.991460e+02
2.6 2.149600e+02 1.791310e+02 2.292240e+02
2.8 1.988430e+02 1.897140e+02 2.226110e+02
3.0 9.709750e+02 9.265660e+02 1.029880e+03
