#X lat99-median lat99-min lat99-max
1.2 5.907500e+02 5.902500e+02 6.220000e+02
1.4 5.252500e+02 5.250000e+02 5.262500e+02
1.6 4.790000e+02 4.785000e+02 4.797500e+02
1.8 4.440000e+02 4.430000e+02 4.470000e+02
2.0 4.180000e+02 4.170000e+02 4.335000e+02
2.2 3.965000e+02 3.960000e+02 3.980000e+02
2.4 3.845000e+02 3.842500e+02 3.850000e+02
2.6 3.775000e+02 3.770000e+02 3.810000e+02
2.8 3.672500e+02 3.670000e+02 3.677500e+02
3.0 3.577500e+02 3.577500e+02 3.582500e+02
