#X L1-icache-load-misses-median L1-icache-load-misses-min L1-icache-load-misses-max
1.2 2.026070e+04 1.951210e+04 2.217990e+04
1.4 2.139020e+04 2.076100e+04 2.944980e+04
1.6 2.235470e+04 2.206170e+04 2.334870e+04
1.8 2.234470e+04 2.178260e+04 2.344550e+04
2.0 2.302980e+04 2.228020e+04 3.236910e+04
2.2 2.538650e+04 2.226470e+04 3.079310e+04
2.4 2.390870e+04 2.107960e+04 4.017750e+04
2.6 2.425070e+04 2.215970e+04 2.586220e+04
2.8 2.404840e+04 2.386860e+04 3.979390e+04
3.0 2.502050e+04 2.382460e+04 2.538550e+04
