#X lat99-median lat99-min lat99-max
1.2 5.852500e+02 5.850000e+02 5.870000e+02
1.4 5.217500e+02 5.210000e+02 5.252500e+02
1.6 4.755000e+02 4.750000e+02 4.760000e+02
1.8 4.415000e+02 4.407500e+02 4.435000e+02
2.0 4.152500e+02 4.140000e+02 4.165000e+02
2.2 3.947500e+02 3.945000e+02 3.952500e+02
2.4 3.840000e+02 3.840000e+02 3.842500e+02
2.6 3.762500e+02 3.760000e+02 3.770000e+02
2.8 3.655000e+02 3.650000e+02 3.670000e+02
3.0 3.560000e+02 3.552500e+02 3.560000e+02
