#X lat99-median lat99-min lat99-max
1.2 3.617500e+02 3.617500e+02 3.620000e+02
1.4 3.260000e+02 3.257500e+02 3.265000e+02
1.6 3.000000e+02 3.000000e+02 3.010000e+02
1.8 2.820000e+02 2.820000e+02 2.820000e+02
2.0 2.797500e+02 2.790000e+02 2.800000e+02
2.2 2.745000e+02 2.742500e+02 2.747500e+02
2.4 2.665000e+02 2.662500e+02 2.667500e+02
2.6 2.607500e+02 2.602500e+02 2.610000e+02
2.8 2.587500e+02 2.580000e+02 2.602500e+02
3.0 2.722500e+02 2.680000e+02 2.850000e+02
