#X Throughput-median Throughput-min Throughput-max
1.2 3.286197e+10 3.223490e+10 3.289691e+10
1.4 3.799407e+10 3.754813e+10 3.810534e+10
1.6 4.308564e+10 4.301194e+10 4.312707e+10
1.8 4.787381e+10 4.746510e+10 4.793117e+10
2.0 5.255476e+10 5.194153e+10 5.259329e+10
2.2 5.697822e+10 5.674246e+10 5.706116e+10
2.4 6.125161e+10 6.107065e+10 6.138954e+10
2.6 6.546264e+10 6.483776e+10 6.560650e+10
2.8 6.953121e+10 6.804623e+10 6.964162e+10
3.0 7.345237e+10 7.285967e+10 7.354903e+10
