#X L1-dcache-load-misses-median L1-dcache-load-misses-min L1-dcache-load-misses-max
1.2 3.993150e+06 3.970480e+06 4.005260e+06
1.4 4.633380e+06 4.556190e+06 4.662550e+06
1.6 5.300750e+06 5.213120e+06 5.315170e+06
1.8 5.823960e+06 5.734920e+06 5.856350e+06
2.0 6.429910e+06 6.370600e+06 6.455010e+06
2.2 6.991190e+06 6.912810e+06 7.039790e+06
2.4 7.426720e+06 7.329420e+06 7.539820e+06
2.6 7.969110e+06 7.933820e+06 8.038070e+06
2.8 8.478630e+06 8.434270e+06 8.513680e+06
3.0 8.984420e+06 8.949560e+06 9.002020e+06
