#X llc-loads-median llc-loads-min llc-loads-max
1.2 4.672780e+05 4.387870e+05 4.717930e+05
1.4 5.520680e+05 5.496490e+05 5.530010e+05
1.6 6.390030e+05 6.354520e+05 6.422840e+05
1.8 7.177440e+05 7.132720e+05 7.200020e+05
2.0 7.994080e+05 7.527870e+05 8.038650e+05
2.2 8.817910e+05 8.706660e+05 8.865290e+05
2.4 9.571420e+05 9.504260e+05 9.601390e+05
2.6 1.025200e+06 9.992590e+05 1.029080e+06
2.8 1.097360e+06 1.085270e+06 1.102280e+06
3.0 1.162000e+06 1.157300e+06 1.165250e+06
