#X llc-loads-median llc-loads-min llc-loads-max
1.2 1.968560e+02 1.812690e+02 2.117720e+02
1.4 1.942400e+02 1.768040e+02 2.136050e+02
1.6 2.088510e+02 1.869110e+02 2.256940e+02
1.8 1.880970e+02 1.677540e+02 2.097380e+02
2.0 1.953030e+02 1.753790e+02 2.235530e+02
2.2 1.901080e+02 1.823640e+02 2.010620e+02
2.4 1.966890e+02 1.793790e+02 2.283280e+02
2.6 1.921160e+02 1.737880e+02 2.232270e+02
2.8 2.146620e+02 1.806820e+02 2.487270e+02
3.0 2.729120e+03 2.533420e+03 2.764800e+03
