#X lat50-median lat50-min lat50-max
1.2 5.317500e+02 5.315000e+02 5.397500e+02
1.4 4.810000e+02 4.800000e+02 4.860000e+02
1.6 4.437500e+02 4.432500e+02 4.440000e+02
1.8 4.160000e+02 4.157500e+02 4.180000e+02
2.0 3.937500e+02 3.937500e+02 3.962500e+02
2.2 3.760000e+02 3.752500e+02 3.770000e+02
2.4 3.610000e+02 3.607500e+02 3.617500e+02
2.6 3.540000e+02 3.532500e+02 3.542500e+02
2.8 3.470000e+02 3.470000e+02 3.507500e+02
3.0 3.390000e+02 3.385000e+02 3.405000e+02
