#X Throughput-median Throughput-min Throughput-max
1.2 3.446145e+10 3.238388e+10 3.447177e+10
1.4 3.997769e+10 3.987792e+10 3.999666e+10
1.6 4.515463e+10 4.501766e+10 4.518510e+10
1.8 5.008051e+10 4.970621e+10 5.021438e+10
2.0 5.484654e+10 5.183410e+10 5.503373e+10
2.2 5.949379e+10 5.915078e+10 5.963111e+10
2.4 6.410879e+10 6.395306e+10 6.414637e+10
2.6 6.847223e+10 6.690036e+10 6.849729e+10
2.8 7.271273e+10 7.257751e+10 7.276856e+10
3.0 7.659074e+10 7.649351e+10 7.677363e+10
