#X lat99-median lat99-min lat99-max
1.2 4.505000e+02 4.500000e+02 4.517500e+02
1.4 4.060000e+02 4.060000e+02 4.070000e+02
1.6 3.847500e+02 3.840000e+02 3.850000e+02
1.8 3.615000e+02 3.610000e+02 3.637500e+02
2.0 3.402500e+02 3.400000e+02 3.405000e+02
2.2 3.230000e+02 3.220000e+02 3.235000e+02
2.4 3.090000e+02 3.085000e+02 3.092500e+02
2.6 2.980000e+02 2.975000e+02 2.985000e+02
2.8 2.900000e+02 2.890000e+02 2.900000e+02
3.0 2.830000e+02 2.827500e+02 2.875000e+02
