#X Throughput-median Throughput-min Throughput-max
1.2 2.825687e+10 2.815810e+10 2.829326e+10
1.4 3.280909e+10 3.267187e+10 3.288177e+10
1.6 3.732718e+10 3.723327e+10 3.734889e+10
1.8 4.176494e+10 4.123538e+10 4.178895e+10
2.0 4.621504e+10 4.617671e+10 4.622274e+10
2.2 5.065357e+10 5.063375e+10 5.097067e+10
2.4 5.499612e+10 5.476674e+10 5.502724e+10
2.6 5.900153e+10 5.876723e+10 5.908545e+10
2.8 6.301013e+10 6.260362e+10 6.303370e+10
3.0 6.696486e+10 6.435425e+10 6.708259e+10
