#X lat99-median lat99-min lat99-max
1.2 5.250000e+02 5.240000e+02 5.340000e+02
1.4 4.670000e+02 4.655000e+02 4.680000e+02
1.6 4.215000e+02 4.215000e+02 4.260000e+02
1.8 3.942500e+02 3.942500e+02 3.955000e+02
2.0 3.790000e+02 3.780000e+02 3.797500e+02
2.2 3.610000e+02 3.610000e+02 3.682500e+02
2.4 3.440000e+02 3.437500e+02 3.445000e+02
2.6 3.290000e+02 3.290000e+02 3.300000e+02
2.8 3.160000e+02 3.160000e+02 3.167500e+02
3.0 3.060000e+02 3.060000e+02 3.070000e+02
