#X lat50-median lat50-min lat50-max
1.2 4.912500e+02 4.905000e+02 5.002500e+02
1.4 4.380000e+02 4.365000e+02 4.387500e+02
1.6 3.960000e+02 3.960000e+02 4.002500e+02
1.8 3.662500e+02 3.657500e+02 3.665000e+02
2.0 3.542500e+02 3.532500e+02 3.560000e+02
2.2 3.407500e+02 3.405000e+02 3.475000e+02
2.4 3.250000e+02 3.245000e+02 3.255000e+02
2.6 3.102500e+02 3.100000e+02 3.115000e+02
2.8 2.977500e+02 2.972500e+02 2.980000e+02
3.0 2.870000e+02 2.867500e+02 2.877500e+02
