64 51456.75 52307.75 52319.5 51258.5 51777.0
192 51898.25 51692.25 52075.25 52154.25 51743.5
320 51152.75 51445.75 52217.0 51724.25 51574.25
448 52051.75 51334.0 52127.25 52459.75 51450.0
576 51138.0 51208.0 52161.25 51882.5 52684.75
704 51924.5 52318.75 51955.5 51456.75 51699.75
832 51978.75 53260.0 51977.5 51753.0 51839.5
960 52931.25 53043.5 51525.0 52852.5 52059.75
1088 51147.75 52278.0 52020.25 52006.75 52259.5
1216 52683.25 51759.0 51545.0 52042.0 51412.25
1344 52235.75 51283.75 52238.5 51746.5 51200.0
1472 52493.0 51993.5 52199.25 51328.0 51817.0
1500 51364.75 51327.0 52026.75 52759.0 51508.0
