64 162.37514528 164.162443723 164.059356632 163.817225042 164.496026337
192 166.141139987 166.384723891 166.649572503 167.226430781 166.903867606
320 169.799363632 170.53355274 170.47229222 170.358688561 170.696092946
448 175.407111611 176.345128944 175.336327603 175.439774141 175.762620269
576 236.433593004 238.296425842 237.535462008 239.616783879 238.547174869
704 252.468590424 252.393157884 253.741562009 251.248636041 252.663811299
832 265.115894262 265.414817028 263.450386888 265.026325226 265.660618091
960 279.568412246 278.865813421 277.975366036 278.032248919 277.021844607
1088 270.006969795 271.16034989 272.250582581 271.070733466 269.211465517
1216 284.018885824 284.811550663 283.838898483 286.242252974 282.899451937
1344 334.837585023 326.794982868 334.741694796 322.703174866 330.663113691
1472 389.619822489 387.974334434 390.858421847 389.896173234 397.269044201
1500 401.359849137 309.840353407 309.373319825 310.875022842 309.135737384
