64 8320920.83389 8238251.31509 8234400.42205 8217684.5293 8233705.32669
192 8213167.37176 8246102.53396 8254100.16999 8222095.10728 8213321.33507
320 8273518.86299 8236335.74848 8284886.29283 8235612.41611 8244505.91638
448 8226317.41141 8223334.61242 8229819.84634 8227861.32234 8249506.77229
576 8240070.30884 8214164.5375 8197367.07674 8207094.41909 8255009.00795
704 8235999.1413 8249128.93983 8154870.52002 8262213.08357 8260267.92165
832 8242099.94367 8227926.44956 8241871.51505 8217791.58062 8223618.66561
960 8229719.26217 8223590.38383 8221467.28205 8238034.98083 8234368.02847
1088 8259592.92574 8273227.11087 8222923.82907 8259815.30328 8292962.21861
1216 8241077.91241 8231424.02338 8261191.94146 8250943.22305 8296420.40144
1344 8252009.87033 8236326.34702 8243336.97809 8231074.17741 8251958.58331
1472 7776994.4807 7774201.14391 7774828.2085 7774685.64961 7775886.10741
1500 7652872.52964 7650017.18508 7648060.87816 7648894.09692 7648608.01409
