0 229137000.0 229137000.0 229136000.0 229132000.0 229138000.0
200 229131000.0 229132000.0 229130000.0 229129000.0 229130000.0
400 229125000.0 229128000.0 229127000.0 229126000.0 229126000.0
600 229127000.0 229127000.0 229127000.0 229133000.0 229128000.0
800 229126000.0 229127000.0 229126000.0 229127000.0 229126000.0
1000 229127000.0 229126000.0 229126000.0 229127000.0 229126000.0
1200 229127000.0 229128000.0 229128000.0 229127000.0 229126000.0
1400 229127000.0 229127000.0 229127000.0 229128000.0 229130000.0
1500 229127000.0 229130000.0 229127000.0 229128000.0 229129000.0
1600 229129000.0 229129000.0 229128000.0 229134000.0 229128000.0
1700 229130000.0 229131000.0 229130000.0 229128000.0 229129000.0
1800 229133000.0 229133000.0 229133000.0 229133000.0 229135000.0
1900 229137000.0 229134000.0 229134000.0 229136000.0 229137000.0
2000 229136000.0 229138000.0 229136000.0 229137000.0 229144000.0
2100 229139000.0 229138000.0 229135000.0 229137000.0 229137000.0
2200 229137000.0 229137000.0 229137000.0 229137000.0 229136000.0
