1 0 0 15.799 15.799 15.798 15.797 15.797
1 1 0 15.753 15.597 15.609 15.565 15.792
1 2 0 15.703 15.654 15.797 15.797 15.445
1 3 0 15.75 15.793 15.602 15.798 15.789
1 4 0 15.565 15.79 15.792 15.712 15.649
1 5 0 15.8 15.518 15.789 15.656 15.566
1 6 0 15.798 15.799 15.799 15.797 15.799
1 7 0 15.796 15.796 15.799 15.468 15.329
1 8 0 15.8 15.802 15.748 15.797 15.515
1 9 0 15.79 15.798 15.801 15.71 15.398
1 10 0 15.801 15.789 15.706 15.799 15.799
1 11 0 15.798 15.75 15.75 15.799 15.798
1 12 0 15.81 15.568 15.797 15.748 15.553
1 13 0 15.552 15.702 15.797 15.704 15.424
1 14 0 15.424 15.601 15.601 15.798 15.423
1 15 0 15.566 15.748 15.798 15.532 15.711
1 16 0 15.702 15.749 15.799 15.701 15.799
1 17 0 15.801 15.516 15.791 15.517 15.789
1 18 0 15.791 15.79 15.65 15.799 15.71
1 19 0 15.799 15.802 15.798 15.8 15.801
1 20 0 15.798 15.57 15.798 15.801 15.801
1 0 4 15.793 15.75 15.804 15.795 15.75
1 1 4 15.707 15.794 15.802 15.427 15.793
1 2 4 15.804 15.804 15.805 15.716 15.429
1 3 4 15.799 15.804 15.752 15.754 15.473
1 4 4 15.426 15.804 15.802 15.803 15.707
1 5 4 15.8 15.803 15.428 15.801 15.756
1 6 4 15.793 15.606 15.656 15.802 15.802
1 7 4 15.804 15.804 15.802 15.803 15.801
1 8 4 15.684 15.805 15.658 15.803 15.8
1 9 4 15.803 15.805 15.803 15.519 15.806
1 10 4 15.804 15.613 15.804 15.794 15.803
1 11 4 15.448 15.751 15.756 15.803 15.756
1 12 4 15.797 15.804 15.447 15.473 15.707
1 13 4 15.807 15.532 15.803 15.707 15.713
1 14 4 15.805 15.806 15.707 15.448 15.427
1 15 4 15.796 15.428 15.606 15.805 15.756
1 16 4 15.756 15.448 15.426 15.796 15.706
1 17 4 15.802 15.606 15.754 15.574 15.807
1 18 4 15.696 15.804 15.797 15.804 15.521
1 19 4 15.803 15.708 15.52 15.803 15.794
1 20 4 15.801 15.803 15.807 15.802 15.755
1 0 8 15.803 15.707 15.801 15.803 15.703
1 1 8 15.804 15.803 15.802 15.803 15.705
1 2 8 15.755 15.716 15.546 15.804 15.795
1 3 8 15.806 15.715 15.805 15.804 15.475
1 4 8 15.807 15.706 15.801 15.795 15.711
1 5 8 15.806 15.8 15.804 15.803 15.802
1 6 8 15.803 15.573 15.804 15.807 15.657
1 7 8 15.717 15.522 15.756 15.804 15.52
1 8 8 15.471 15.475 15.717 15.429 15.809
1 9 8 15.795 15.476 15.806 15.71 15.706
1 10 8 15.805 15.804 15.805 15.449 15.805
1 11 8 15.52 15.807 15.449 15.753 15.804
1 12 8 15.443 15.754 15.756 15.806 15.805
1 13 8 15.59 15.393 15.807 15.805 15.806
1 14 8 15.808 15.755 15.804 15.802 15.796
1 15 8 15.803 15.805 15.804 15.609 15.757
1 16 8 15.756 15.521 15.798 15.609 15.662
1 17 8 15.793 15.803 15.336 15.605 15.717
1 18 8 15.757 15.715 15.711 15.764 15.804
1 19 8 15.428 15.806 15.805 15.707 15.806
1 20 8 15.806 15.797 15.717 15.706 15.798
1 0 12 15.521 15.561 15.752 15.793 15.803
1 1 12 15.757 15.794 15.43 15.804 15.804
1 2 12 15.708 15.71 15.805 15.716 15.709
1 3 12 15.421 15.803 15.804 15.61 15.756
1 4 12 15.539 15.431 15.756 15.804 15.803
1 5 12 15.608 15.801 15.807 15.806 15.663
1 6 12 15.797 15.663 15.807 15.804 15.465
1 7 12 15.805 15.709 15.657 15.43 15.607
1 8 12 15.806 15.718 15.661 15.71 15.809
1 9 12 15.759 15.806 15.806 15.803 15.454
1 10 12 15.805 15.608 15.758 15.707 15.758
1 11 12 15.576 15.521 15.804 15.711 15.806
1 12 12 15.805 15.807 15.709 15.806 15.805
1 13 12 15.758 15.617 15.758 15.522 15.806
1 14 12 15.805 15.808 15.708 15.774 15.665
1 15 12 15.808 15.423 15.575 15.428 15.717
1 16 12 15.807 15.665 15.575 15.71 15.806
1 17 12 15.805 15.808 15.807 15.797 15.523
1 18 12 15.806 15.807 15.755 15.574 15.805
1 19 12 15.809 15.807 15.807 15.805 15.755
1 20 12 15.709 15.806 15.806 15.807 15.524
1 0 16 15.805 15.796 15.797 15.796 15.795
1 1 16 15.8 15.797 15.531 15.807 15.699
1 2 16 15.802 15.807 15.806 15.782 15.757
1 3 16 15.804 15.805 15.759 15.618 15.797
1 4 16 15.688 15.798 15.43 15.805 15.807
1 5 16 15.807 15.805 15.806 15.805 15.664
1 6 16 15.805 15.431 15.607 15.708 15.618
1 7 16 15.806 15.805 15.756 15.711 15.805
1 8 16 15.558 15.805 15.804 15.757 15.804
1 9 16 15.617 15.806 15.803 15.806 15.468
1 10 16 15.803 15.806 15.807 15.758 15.808
1 11 16 15.808 15.802 15.797 15.423 15.799
1 12 16 15.806 15.759 15.431 15.805 15.799
1 13 16 15.807 15.805 15.807 15.558 15.798
1 14 16 15.8 15.805 15.805 15.806 15.533
1 15 16 15.807 15.796 15.709 15.708 15.798
1 16 16 15.807 15.804 15.807 15.756 15.439
1 17 16 15.806 15.803 15.616 15.433 15.798
1 18 16 15.575 15.719 15.697 15.805 15.581
1 19 16 15.805 15.806 15.76 15.429 15.43
1 20 16 15.716 15.805 15.475 15.8 15.756
1 0 20 15.757 15.806 15.756 15.716 15.803
1 1 20 15.614 15.432 15.758 15.806 15.804
1 2 20 15.577 15.809 15.805 15.709 15.798
1 3 20 15.805 15.806 15.663 15.808 15.802
1 4 20 15.806 15.431 15.807 15.719 15.805
1 5 20 15.428 15.807 15.71 15.806 15.806
1 6 20 15.798 15.797 15.805 15.756 15.66
1 7 20 15.609 15.808 15.525 15.609 15.805
1 8 20 15.808 15.571 15.798 15.798 15.807
1 9 20 15.805 15.663 15.805 15.61 15.708
1 10 20 15.806 15.757 15.805 15.757 15.606
1 11 20 15.83 15.757 15.805 15.452 15.795
1 12 20 15.808 15.588 15.476 15.617 15.808
1 13 20 15.709 15.795 15.804 15.805 15.809
1 14 20 15.475 15.708 15.806 15.758 15.757
1 15 20 15.523 15.757 15.663 15.708 15.807
1 16 20 15.754 15.61 15.71 15.574 15.807
1 17 20 15.807 15.807 15.808 15.806 15.807
1 18 20 15.761 15.804 15.808 15.806 15.804
1 19 20 15.806 15.798 15.575 15.805 15.809
1 20 20 15.806 15.719 15.573 15.806 15.71
2 0 0 15.42 15.79 15.513 15.794 15.797
2 1 0 15.801 15.752 15.789 15.711 15.331
2 2 0 15.691 15.799 15.612 15.612 15.802
2 3 0 15.802 15.8 15.8 15.8 15.517
2 4 0 15.801 15.706 15.754 15.662 15.603
2 5 0 15.705 15.425 15.802 15.802 15.459
2 6 0 15.801 15.802 15.603 15.426 15.655
2 7 0 15.701 15.613 15.656 15.75 15.712
2 8 0 15.711 15.603 15.799 15.8 15.685
2 9 0 15.704 15.703 15.711 15.6 15.525
2 10 0 15.793 15.752 15.8 15.799 15.796
2 11 0 15.751 15.798 15.792 15.588 15.469
2 12 0 15.612 15.752 15.793 15.428 15.799
2 13 0 15.8 15.518 15.803 15.802 15.791
2 14 0 15.8 15.801 15.801 15.801 15.425
2 15 0 15.749 15.799 15.604 15.434 15.8
2 16 0 15.8 15.703 15.791 15.798 15.801
2 17 0 15.802 15.798 15.801 15.8 15.802
2 18 0 15.796 15.802 15.656 15.571 15.712
2 19 0 15.802 15.749 15.65 15.657 15.798
2 20 0 15.657 15.802 15.8 15.8 15.798
2 0 4 15.792 15.799 15.799 15.802 15.714
2 1 4 15.754 15.708 15.757 15.804 15.575
2 2 4 15.805 15.807 15.717 15.806 15.662
2 3 4 15.807 15.805 15.808 15.707 15.807
2 4 4 15.431 15.523 15.709 15.671 15.753
2 5 4 15.806 15.808 15.709 15.608 15.609
2 6 4 15.65 15.715 15.804 15.803 15.805
2 7 4 15.807 15.52 15.446 15.801 15.422
