1 0 0 89987.75 92996.5 88926.75 92448.75 89041.75
1 1 0 88822.5 89473.25 89322.25 88374.75 89936.25
1 2 0 92060.5 91786.25 89288.0 89957.5 107662.75
1 3 0 88689.0 89166.25 88876.0 89867.75 92812.0
1 4 0 88739.75 89485.0 88863.75 90071.5 93011.75
1 5 0 92421.75 88801.0 90605.0 92983.75 89385.0
1 6 0 92220.5 89209.0 90728.0 89267.5 92689.0
1 7 0 88443.25 89132.25 88095.75 89756.5 89158.5
1 8 0 92466.0 89412.5 89187.5 89183.0 88993.5
1 9 0 92939.75 92275.25 88876.25 92209.75 88855.5
1 10 0 88722.25 89261.5 92202.75 89349.75 89290.25
1 11 0 89189.25 89498.75 92072.25 89188.0 89644.25
1 12 0 92286.25 89262.75 89335.5 88483.0 89444.5
1 13 0 92754.25 88827.0 88669.5 88946.0 89325.0
1 14 0 89936.25 91830.75 92110.25 89522.5 89311.75
1 15 0 92548.5 88961.75 88967.5 91778.5 89502.5
1 16 0 89365.75 89232.75 89782.5 92574.75 88543.5
1 17 0 88449.5 88430.25 89154.5 88508.75 88763.25
1 18 0 91743.0 88766.75 88480.25 88858.5 88820.75
1 19 0 89289.0 90552.0 89359.25 88384.75 89449.5
1 20 0 91909.75 89104.5 88933.25 92743.0 89093.0
1 0 4 88851.5 88528.25 92903.25 92039.0 89098.0
1 1 4 92343.0 89669.5 93276.25 89612.5 89012.25
1 2 4 88831.25 89208.5 92737.5 88978.0 89108.25
1 3 4 89183.5 88868.0 92265.5 89358.75 92689.75
1 4 4 92327.75 92590.0 92758.75 92657.25 89204.25
1 5 4 89193.75 92856.0 89625.25 92738.0 88712.25
1 6 4 89829.75 89574.0 92528.25 89557.5 92604.75
1 7 4 88747.0 88859.75 88761.25 92179.25 91820.5
1 8 4 88873.75 89890.0 92389.5 89185.0 89625.0
1 9 4 90378.25 89615.25 89105.0 88894.75 89232.5
1 10 4 93007.25 89322.5 89119.25 88636.5 93383.5
1 11 4 89563.25 89645.25 92904.75 88689.25 88754.25
1 12 4 89212.0 89717.5 89331.5 88853.0 92847.25
1 13 4 88980.5 89417.5 89096.25 89524.75 89257.5
1 14 4 89257.5 92462.0 89791.5 89153.75 90704.25
1 15 4 92552.25 92090.25 89368.5 89059.75 89760.0
1 16 4 88799.0 88778.75 89043.75 92046.0 89724.0
1 17 4 88978.75 88669.75 88591.25 89780.25 88710.0
1 18 4 90644.5 88662.25 88538.75 93089.75 89184.0
1 19 4 89483.0 89417.5 89061.5 88630.25 88815.25
1 20 4 89220.25 88690.5 88711.5 92713.5 89425.0
1 0 8 89117.25 88759.5 89020.75 89199.5 89604.75
1 1 8 89623.25 93151.75 92004.0 89399.75 92269.25
1 2 8 93114.75 88779.5 92922.0 93168.5 88921.75
1 3 8 88721.0 89058.0 88841.75 89243.0 89549.5
1 4 8 89497.25 89089.25 88753.75 92219.25 89532.0
1 5 8 92840.5 90057.75 88807.5 92820.25 92803.25
1 6 8 88940.75 88907.75 89162.25 88876.5 92595.25
1 7 8 91890.0 89011.25 89330.5 90167.75 88692.75
