#X Throughput-median Throughput-min Throughput-max
1.2 3.582845e+10 3.567952e+10 3.738852e+10
1.4 4.326600e+10 4.285254e+10 4.418591e+10
1.6 4.941091e+10 4.827106e+10 5.040936e+10
1.8 5.568702e+10 5.551387e+10 5.595346e+10
2.0 6.126158e+10 6.086121e+10 6.145981e+10
2.2 6.759278e+10 6.505913e+10 6.772481e+10
2.4 7.298463e+10 7.229559e+10 7.430261e+10
2.6 7.867665e+10 7.650081e+10 7.898482e+10
2.8 8.465739e+10 8.421606e+10 8.524553e+10
3.0 8.954274e+10 8.720889e+10 9.110330e+10
