#X Throughput-median Throughput-min Throughput-max
1.2 5.002343e+10 4.961622e+10 5.031931e+10
1.4 5.797512e+10 5.753777e+10 5.834973e+10
1.6 6.546912e+10 6.541245e+10 6.580147e+10
1.8 7.339447e+10 7.232088e+10 7.372629e+10
2.0 8.055046e+10 8.012909e+10 8.130094e+10
2.2 8.873608e+10 8.812467e+10 8.937834e+10
2.4 9.527636e+10 9.421741e+10 9.678057e+10
2.6 1.021088e+11 1.011179e+11 1.033395e+11
2.8 1.092640e+11 1.074374e+11 1.106491e+11
3.0 1.146701e+11 1.142193e+11 1.150338e+11
