1200 54.5 57.75 56.5 54.25 58.0
1400 51.5 49.75 54.0 54.25 53.25
1600 48.75 53.0 51.5 50.75 50.75
1800 48.25 47.75 46.0 47.0 51.25
2000 42.5 48.25 50.5 44.0 44.0
2200 44.25 48.25 47.0 48.0 46.5
2400 42.0 41.0 43.75 44.25 49.25
2600 39.5 39.75 33.75 37.0 39.5
2800 43.0 48.25 46.5 42.25 32.25
3000 36.75 43.5 42.75 32.75 35.25
