1200 520.0 510.0 514.5 510.5 510.75
1400 453.0 455.5 454.5 453.25 455.5
1600 410.75 415.0 411.0 410.75 411.0
1800 384.0 385.75 385.0 384.5 384.25
2000 371.0 370.75 371.25 370.25 370.0
2200 354.0 361.0 354.25 354.0 353.75
2400 337.75 338.0 337.75 337.0 337.0
2600 322.5 323.0 323.0 322.0 324.0
2800 310.0 310.0 310.0 310.0 310.75
3000 300.0 300.0 300.0 300.75 300.0
