1200 56197886.0 56467725.0 56406279.0 56422766.0 54229669.0
1400 65593917.0 64713414.0 64708888.0 65564271.0 65693591.0
1600 74725597.0 74707465.0 74046065.0 74466655.0 73816170.0
1800 82697615.0 83582192.0 83594564.0 83365508.0 82501377.0
2000 92511013.0 92439631.0 91436959.0 91706893.0 92482442.0
2200 100141878.0 101281930.0 101971308.0 101379130.0 100517679.0
2400 110006908.0 109747362.0 110020919.0 109816643.0 109240839.0
2600 118035084.0 117672650.0 113768878.0 117088714.0 113192339.0
2800 124569936.0 124918871.0 125388335.0 124965148.0 121309136.0
3000 132807638.0 128316068.0 132579827.0 132785238.0 128836884.0
