#X Throughput-median Throughput-min Throughput-max
1.2 3.637320e+10 3.547318e+10 3.643587e+10
1.4 4.194275e+10 4.157215e+10 4.212818e+10
1.6 4.789047e+10 4.759696e+10 4.808648e+10
1.8 5.401988e+10 5.356533e+10 5.435123e+10
2.0 5.995206e+10 5.812964e+10 6.008709e+10
2.2 6.566312e+10 6.454664e+10 6.584502e+10
2.4 7.116928e+10 7.106979e+10 7.122858e+10
2.6 7.659283e+10 7.649086e+10 7.674279e+10
2.8 8.185980e+10 8.005935e+10 8.218245e+10
3.0 8.687449e+10 8.590753e+10 8.691036e+10
