#X Throughput-median Throughput-min Throughput-max
1.2 4.916749e+10 4.912691e+10 4.924472e+10
1.4 5.692535e+10 5.682538e+10 5.719485e+10
1.6 6.497642e+10 6.478737e+10 6.500858e+10
1.8 7.248740e+10 7.205830e+10 7.254565e+10
2.0 8.001983e+10 7.963897e+10 8.004821e+10
2.2 8.685490e+10 8.644244e+10 8.693014e+10
2.4 8.810267e+10 8.792405e+10 8.818600e+10
2.6 8.815750e+10 8.803773e+10 8.826420e+10
2.8 8.818219e+10 8.799553e+10 8.827218e+10
3.0 8.822519e+10 8.811277e+10 8.832396e+10
