#N W S Throughput-median
1 0 0 40.22 61.75
1 0 1 33.77 59.72
1 0 2 34.61 59.44
1 0 3 34.19 59.63
1 0 4 35.53 58.99
1 0 5 34.34 59.53
1 0 6 34.18 59.63
1 0 7 35.08 59.63
1 0 8 34.12 59.67
1 0 9 33.17 59.67
1 0 10 33.93 59.74
1 0 11 34.05 59.67
1 0 12 34.63 59.50
1 0 13 33.80 59.75
1 0 14 33.87 59.72
1 0 15 36.06 59.58
1 0 16 33.51 59.72
1 0 17 34.51 59.48
1 0 18 33.90 59.72
1 0 19 34.13 59.65
1 0 20 34.64 59.48

1 1 0 31.18 56.30
1 1 1 29.40 51.26
1 1 2 29.32 50.57
1 1 3 29.88 50.19
1 1 4 29.60 50.16
1 1 5 29.69 50.11
1 1 6 29.75 50.01
1 1 7 29.98 49.68
1 1 8 30.27 49.39
1 1 9 29.85 49.33
1 1 10 26.71 49.21
1 1 11 29.16 49.12
1 1 12 28.80 49.04
1 1 13 27.34 48.98
1 1 14 27.26 48.83
1 1 15 28.49 48.54
1 1 16 27.89 48.22
1 1 17 27.83 47.75
1 1 18 28.52 47.43
1 1 19 28.09 47.60
1 1 20 27.29 47.40

1 2 0 28.61 53.75
1 2 1 26.64 48.35
1 2 2 26.02 47.57
1 2 3 25.60 47.41
1 2 4 22.82 47.34
1 2 5 25.59 47.27
1 2 6 25.22 47.14
1 2 7 22.41 46.92
1 2 8 22.02 46.84
1 2 9 25.14 46.62
1 2 10 24.22 46.56
1 2 11 24.35 46.42
1 2 12 24.43 46.27
1 2 13 24.22 46.23
1 2 14 24.00 45.89
1 2 15 23.78 45.79
1 2 16 23.78 45.37
1 2 17 23.51 45.37
1 2 18 24.16 45.11
1 2 19 23.30 44.98
1 2 20 23.18 44.59

1 3 0 26.12 51.02
1 3 1 25.37 45.76
1 3 2 24.51 45.25
1 3 3 24.56 45.13
1 3 4 24.15 45.05
1 3 5 24.44 44.96
1 3 6 24.25 44.80
1 3 7 24.03 44.68
1 3 8 23.68 44.54
1 3 9 22.52 44.38
1 3 10 23.77 44.33
1 3 11 23.39 44.21
1 3 12 23.29 44.01
1 3 13 23.08 43.98
1 3 14 20.27 43.88
1 3 15 23.14 43.59
1 3 16 22.86 43.21
1 3 17 21.88 43.11
1 3 18 21.79 42.88
1 3 19 21.63 42.99
1 3 20 21.05 43.05

1 4 0 24.15 48.21
1 4 1 23.50 43.84
1 4 2 22.76 43.32
1 4 3 22.39 43.15
1 4 4 22.08 43.11
1 4 5 22.45 42.91
1 4 6 22.16 42.94
1 4 7 22.30 42.73
1 4 8 21.87 42.59
1 4 9 21.65 42.54
1 4 10 21.28 42.52
1 4 11 21.16 42.36
1 4 12 20.90 42.33
1 4 13 20.50 42.30
1 4 14 19.94 42.17
1 4 15 19.45 42.09
1 4 16 19.22 42.05
1 4 17 18.54 42.01
1 4 18 19.10 41.83
1 4 19 19.00 41.44
1 4 20 19.73 41.18

1 5 0 22.28 45.93
1 5 1 21.64 41.84
1 5 2 20.96 41.31
1 5 3 20.53 41.24
1 5 4 20.14 41.21
1 5 5 20.16 41.18
1 5 6 20.39 41.06
1 5 7 19.85 40.91
1 5 8 19.74 40.78
1 5 9 19.66 40.69
1 5 10 19.76 40.60
1 5 11 19.29 40.52
1 5 12 18.92 40.48
1 5 13 18.96 40.33
1 5 14 15.11 40.20
1 5 15 19.50 40.06
1 5 16 19.26 39.87
1 5 17 18.67 39.87
1 5 18 18.42 39.63
1 5 19 17.49 39.42
1 5 20 17.08 39.33

2 0 0 42.86 60.67
2 0 1 32.30 55.81
2 0 2 32.71 55.68
2 0 3 32.09 55.93
2 0 4 31.97 55.92
2 0 5 32.12 55.91
2 0 6 32.24 55.86
2 0 7 31.39 55.87
2 0 8 31.98 55.92
2 0 9 32.14 55.88
2 0 10 32.35 55.79
2 0 11 32.01 55.91
2 0 12 32.19 55.88
2 0 13 31.95 55.94
2 0 14 30.94 55.90
2 0 15 32.04 55.89
2 0 16 31.90 55.89
2 0 17 32.18 55.86
2 0 18 31.95 55.92
2 0 19 32.28 55.90
2 0 20 32.55 55.84

2 1 0 29.86 55.46
2 1 1 25.83 45.25
2 1 2 24.09 43.97
2 1 3 23.64 43.55
2 1 4 23.37 43.36
2 1 5 23.08 43.24
2 1 6 23.11 43.04
2 1 7 22.69 42.75
2 1 8 22.48 42.49
2 1 9 22.32 42.28
2 1 10 21.85 41.99
2 1 11 22.04 41.77
2 1 12 19.79 41.80
2 1 13 18.87 41.82
2 1 14 19.15 41.57
2 1 15 19.89 41.17
2 1 16 19.97 40.66
2 1 17 18.62 40.59
2 1 18 18.41 40.61
2 1 19 16.94 40.00
2 1 20 17.22 40.25

2 2 0 27.50 52.99
2 2 1 25.50 42.80
2 2 2 22.86 41.93
2 2 3 22.21 41.57
2 2 4 22.04 41.41
2 2 5 21.75 41.35
2 2 6 21.52 41.18
2 2 7 21.43 40.87
2 2 8 21.15 40.64
2 2 9 20.99 40.45
2 2 10 20.19 40.36
2 2 11 18.54 40.06
2 2 12 19.69 40.02
2 2 13 20.64 39.75
2 2 14 19.47 39.62
2 2 15 19.24 39.10
2 2 16 20.36 38.83
2 2 17 20.09 38.87
2 2 18 18.54 38.71
2 2 19 16.25 38.69
2 2 20 16.75 38.34

2 3 0 27.40 49.73
2 3 1 22.75 41.21
2 3 2 20.87 40.21
2 3 3 20.26 39.90
2 3 4 20.53 39.59
2 3 5 20.05 39.61
2 3 6 19.87 39.48
2 3 7 17.33 39.12
2 3 8 19.43 38.90
2 3 9 19.15 38.77
2 3 10 19.04 38.58
2 3 11 18.19 38.53
2 3 12 18.71 38.31
2 3 13 18.21 38.14
2 3 14 18.27 37.89
2 3 15 17.79 37.36
2 3 16 15.19 37.29
2 3 17 14.15 36.98
2 3 18 16.12 36.90
2 3 19 13.94 36.71
2 3 20 13.46 36.57

2 4 0 24.08 47.67
2 4 1 21.96 39.04
2 4 2 16.88 38.16
2 4 3 19.05 37.93
2 4 4 19.05 37.78
2 4 5 19.44 37.63
2 4 6 19.12 37.50
2 4 7 18.97 37.23
2 4 8 18.35 37.04
2 4 9 18.30 36.88
2 4 10 17.93 36.77
2 4 11 18.07 36.58
2 4 12 17.34 36.51
2 4 13 16.89 36.40
2 4 14 15.59 36.35
2 4 15 15.09 36.28
2 4 16 16.61 36.10
2 4 17 15.57 35.79
2 4 18 15.95 35.61
2 4 19 14.77 34.91
2 4 20 14.23 34.95

2 5 0 22.08 45.27
2 5 1 20.67 37.34
2 5 2 18.82 36.03
2 5 3 18.18 35.57
2 5 4 17.82 35.38
2 5 5 17.54 35.22
2 5 6 17.59 35.02
2 5 7 17.20 34.63
2 5 8 15.62 34.31
2 5 9 17.17 34.05
2 5 10 16.75 33.87
2 5 11 16.68 33.69
2 5 12 13.26 33.51
2 5 13 16.92 33.24
2 5 14 16.83 33.01
2 5 15 14.27 32.88
2 5 16 15.80 32.74
2 5 17 13.59 32.82
2 5 18 14.60 32.36
2 5 19 14.08 31.30
2 5 20 15.16 31.67

3 0 0 44.71 59.87
3 0 1 30.89 52.22
3 0 2 31.14 52.20
3 0 3 30.66 52.29
3 0 4 30.75 52.25
3 0 5 30.79 52.28
3 0 6 30.74 52.27
3 0 7 30.93 52.26
3 0 8 30.90 52.19
3 0 9 30.98 52.25
3 0 10 31.05 52.13
3 0 11 30.79 52.22
3 0 12 30.85 52.24
3 0 13 31.10 52.13
3 0 14 31.24 52.15
3 0 15 30.83 52.19
3 0 16 30.33 52.28
3 0 17 30.93 52.18
3 0 18 30.77 52.22
3 0 19 30.58 52.14
3 0 20 30.78 52.22

3 1 0 28.22 54.91
3 1 1 22.75 40.62
3 1 2 20.53 39.02
3 1 3 19.77 38.56
3 1 4 19.49 38.29
3 1 5 19.31 38.11
3 1 6 18.96 37.95
3 1 7 16.72 37.55
3 1 8 18.54 37.24
3 1 9 18.30 36.96
3 1 10 18.04 36.67
3 1 11 18.30 36.52
3 1 12 15.55 36.40
3 1 13 14.42 36.38
3 1 14 15.52 36.07
3 1 15 17.31 35.68
3 1 16 18.13 35.04
3 1 17 15.65 34.52
3 1 18 16.18 34.68
3 1 19 15.31 34.21
3 1 20 16.63 34.01

3 2 0 28.00 51.84
3 2 1 22.00 38.78
3 2 2 19.70 37.33
3 2 3 19.13 36.85
3 2 4 18.99 36.61
3 2 5 18.99 36.50
3 2 6 18.87 36.32
3 2 7 18.55 35.89
3 2 8 18.26 35.63
3 2 9 17.98 35.43
3 2 10 17.75 35.26
3 2 11 17.09 35.10
3 2 12 17.14 34.88
3 2 13 18.99 34.40
3 2 14 17.93 34.32
3 2 15 16.38 33.83
3 2 16 20.27 32.78
3 2 17 17.44 33.33
3 2 18 15.92 32.86
3 2 19 15.79 32.65
3 2 20 13.60 32.58

3 3 0 26.53 49.18
3 3 1 20.74 36.93
3 3 2 18.20 35.48
3 3 3 17.33 35.09
3 3 4 16.99 34.88
3 3 5 16.91 34.77
3 3 6 16.75 34.56
3 3 7 16.60 34.15
3 3 8 16.46 33.81
3 3 9 16.54 33.50
3 3 10 15.88 33.36
3 3 11 13.20 33.22
3 3 12 15.08 33.01
3 3 13 16.10 32.44
3 3 14 15.84 32.34
3 3 15 16.19 31.57
3 3 16 12.76 31.24
3 3 17 11.88 31.39
3 3 18 10.15 31.28
3 3 19 11.91 30.86
3 3 20 11.45 30.94

3 4 0 24.02 46.81
3 4 1 17.88 34.60
3 4 2 17.65 32.94
3 4 3 17.17 32.42
3 4 4 16.65 32.22
3 4 5 16.39 32.08
3 4 6 16.55 31.88
3 4 7 16.33 31.47
3 4 8 16.04 31.17
3 4 9 15.73 30.94
3 4 10 14.90 30.79
3 4 11 14.67 30.67
3 4 12 14.04 30.53
3 4 13 13.01 30.39
3 4 14 11.66 30.25
3 4 15 12.15 30.15
3 4 16 10.25 30.06
3 4 17 12.48 29.63
3 4 18 11.45 29.25
3 4 19 11.20 28.53
3 4 20 13.23 28.54

3 5 0 22.26 44.56
3 5 1 19.48 32.99
3 5 2 16.72 31.00
3 5 3 16.24 30.44
3 5 4 13.31 30.18
3 5 5 15.39 30.00
