#N W S Throughput-median
3 5 6 15.44 29.75
3 5 7 14.32 29.38
3 5 8 14.31 29.03
3 5 9 14.29 28.76
3 5 10 14.02 28.55
3 5 11 11.58 28.36
3 5 12 13.44 28.17
3 5 13 13.05 28.01
3 5 14 14.55 27.64
3 5 15 14.35 27.53
3 5 16 12.02 27.55
3 5 17 10.93 27.32
3 5 18 11.93 26.85
3 5 19 11.16 26.57
3 5 20 11.02 26.14

4 0 0 46.72 59.04
4 0 1 30.17 47.44
4 0 2 29.37 47.44
4 0 3 30.12 47.47
4 0 4 30.30 47.41
4 0 5 30.25 47.42
4 0 6 30.18 47.44
4 0 7 29.62 47.32
4 0 8 30.15 47.45
4 0 9 28.85 47.47
4 0 10 30.41 47.41
4 0 11 30.18 47.45
4 0 12 30.48 47.38
4 0 13 30.25 47.42
4 0 14 29.62 47.46
4 0 15 30.30 47.43
4 0 16 30.11 47.49
4 0 17 30.25 47.43
4 0 18 30.35 47.42
4 0 19 29.07 47.47
4 0 20 30.22 47.44

4 1 0 27.74 53.75
4 1 1 20.82 36.35
4 1 2 18.18 34.54
4 1 3 17.98 33.88
4 1 4 17.45 33.62
4 1 5 17.21 33.49
4 1 6 17.00 33.28
4 1 7 16.83 32.84
4 1 8 16.58 32.49
4 1 9 16.75 32.11
4 1 10 16.12 31.99
4 1 11 15.90 31.88
4 1 12 14.34 31.57
4 1 13 13.01 31.55
4 1 14 15.47 31.16
4 1 15 13.68 30.96
4 1 16 13.77 30.16
4 1 17 12.60 29.81
4 1 18 15.02 29.59
4 1 19 12.29 29.65
4 1 20 12.58 29.49

4 2 0 27.79 50.79
4 2 1 20.08 34.64
4 2 2 17.80 32.97
4 2 3 15.51 32.47
4 2 4 16.22 32.23
4 2 5 16.22 32.10
4 2 6 16.66 31.87
4 2 7 16.12 31.45
4 2 8 15.65 31.19
4 2 9 15.60 30.89
4 2 10 15.50 30.73
4 2 11 15.46 30.57
4 2 12 15.01 30.26
4 2 13 15.51 30.17
4 2 14 13.50 29.82
4 2 15 16.41 29.02
4 2 16 13.71 29.14
4 2 17 14.75 28.80
4 2 18 15.89 28.19
4 2 19 12.20 28.50
4 2 20 11.98 28.02

4 3 0 26.34 48.17
4 3 1 19.07 33.00
4 3 2 16.23 30.95
4 3 3 15.63 30.34
4 3 4 14.79 30.06
4 3 5 14.38 29.88
4 3 6 14.30 29.59
4 3 7 12.60 29.15
4 3 8 13.62 28.79
4 3 9 13.51 28.49
4 3 10 13.66 28.24
4 3 11 12.47 28.06
4 3 12 13.03 27.84
4 3 13 12.93 27.56
4 3 14 12.68 27.27
4 3 15 11.77 26.75
4 3 16 8.51 26.47
4 3 17 9.04 26.06
4 3 18 9.91 26.09
4 3 19 11.09 25.84
4 3 20 6.57 25.91

4 4 0 23.57 45.87
4 4 1 18.60 30.66
4 4 2 15.86 28.77
4 4 3 12.77 28.19
4 4 4 14.34 27.90
4 4 5 13.77 27.73
4 4 6 12.07 27.48
4 4 7 11.61 27.09
4 4 8 13.45 26.76
4 4 9 13.81 26.53
4 4 10 13.07 26.34
4 4 11 12.75 26.20
4 4 12 11.97 26.07
4 4 13 11.08 25.87
4 4 14 9.49 25.78
4 4 15 10.31 25.69
4 4 16 9.22 25.56
4 4 17 8.56 25.14
4 4 18 10.13 24.91
4 4 19 7.40 24.28
4 4 20 8.37 24.32

4 5 0 22.70 43.71
4 5 1 18.63 29.42
4 5 2 12.81 27.39
4 5 3 14.20 26.72
4 5 4 13.84 26.39
4 5 5 13.34 26.24
4 5 6 13.65 25.98
4 5 7 12.97 25.54
4 5 8 12.70 25.22
4 5 9 12.57 24.95
4 5 10 12.47 24.71
4 5 11 11.98 24.56
4 5 12 12.26 24.31
4 5 13 10.21 24.20
4 5 14 12.33 23.98
4 5 15 12.54 23.78
4 5 16 11.07 23.65
4 5 17 10.13 23.57
4 5 18 9.36 22.99
4 5 19 9.26 22.77
4 5 20 8.51 22.61

5 0 0 49.10 58.11
5 0 1 27.19 43.23
5 0 2 27.02 43.28
5 0 3 27.34 43.18
5 0 4 27.19 43.20
5 0 5 27.16 43.25
5 0 6 26.60 43.18
5 0 7 27.34 43.21
5 0 8 27.23 43.23
5 0 9 27.22 43.24
5 0 10 27.11 43.24
5 0 11 27.32 43.20
5 0 12 27.15 43.25
5 0 13 27.53 43.26
5 0 14 26.98 43.27
5 0 15 27.14 43.26
5 0 16 27.22 43.26
5 0 17 27.07 43.28
5 0 18 27.16 43.26
5 0 19 27.43 43.20
5 0 20 26.96 43.26

5 1 0 27.11 52.65
5 1 1 19.48 32.44
5 1 2 17.25 30.40
5 1 3 16.61 29.83
5 1 4 15.90 29.57
5 1 5 16.00 29.44
5 1 6 15.50 29.19
5 1 7 15.39 28.76
5 1 8 14.54 28.44
5 1 9 15.15 28.12
5 1 10 14.40 27.97
5 1 11 14.38 27.72
5 1 12 12.38 27.60
5 1 13 14.37 27.37
5 1 14 15.42 26.87
5 1 15 11.56 26.84
5 1 16 13.71 26.02
5 1 17 12.67 25.88
5 1 18 11.82 25.74
5 1 19 11.96 25.44
5 1 20 11.91 25.34

5 2 0 27.57 49.74
5 2 1 18.93 31.02
5 2 2 14.33 29.12
5 2 3 14.51 28.56
5 2 4 14.03 28.27
5 2 5 13.47 28.16
5 2 6 13.57 27.91
5 2 7 12.93 27.49
5 2 8 12.55 27.15
5 2 9 12.65 26.90
5 2 10 12.60 26.57
5 2 11 12.24 26.45
5 2 12 12.26 26.31
5 2 13 13.97 25.73
5 2 14 11.12 25.65
5 2 15 13.93 25.02
5 2 16 11.91 24.74
5 2 17 9.71 24.73
5 2 18 13.56 24.26
5 2 19 8.43 24.25
5 2 20 7.10 24.26

5 3 0 26.34 47.20
5 3 1 17.51 29.59
5 3 2 14.11 27.29
5 3 3 13.24 26.62
5 3 4 13.07 26.25
5 3 5 12.49 26.08
5 3 6 12.44 25.81
5 3 7 12.05 25.36
5 3 8 11.64 24.99
5 3 9 11.51 24.70
5 3 10 11.42 24.48
5 3 11 11.08 24.26
5 3 12 10.57 24.13
5 3 13 11.54 23.86
5 3 14 10.95 23.48
5 3 15 12.01 23.07
5 3 16 8.96 22.67
5 3 17 5.43 22.79
5 3 18 9.90 22.14
5 3 19 4.82 22.59
5 3 20 8.22 22.03

5 4 0 24.08 45.06
5 4 1 18.94 27.52
5 4 2 14.48 25.53
5 4 3 13.21 24.93
5 4 4 12.99 24.59
5 4 5 12.44 24.46
5 4 6 12.47 24.21
5 4 7 12.02 23.80
5 4 8 11.83 23.48
5 4 9 11.28 23.26
5 4 10 10.73 23.08
5 4 11 10.74 22.92
5 4 12 10.50 22.72
5 4 13 9.57 22.60
5 4 14 7.75 22.57
5 4 15 6.30 22.41
5 4 16 8.66 22.20
5 4 17 8.15 21.98
5 4 18 8.70 21.65
5 4 19 8.30 21.45
5 4 20 6.24 21.18

5 5 0 22.41 43.00
5 5 1 15.98 26.57
5 5 2 14.17 24.38
5 5 3 12.75 23.76
5 5 4 12.13 23.43
5 5 5 12.03 23.21
5 5 6 11.89 22.98
5 5 7 11.38 22.58
5 5 8 11.09 22.21
5 5 9 11.01 21.98
5 5 10 9.52 21.76
5 5 11 10.68 21.57
5 5 12 10.50 21.43
5 5 13 10.87 21.14
5 5 14 10.50 21.03
5 5 15 10.26 20.88
5 5 16 9.84 20.75
5 5 17 8.22 20.55
5 5 18 8.53 20.38
5 5 19 7.83 19.90
5 5 20 8.69 19.65

