#X lat99-median lat99-min lat99-max
1 4.145000e+02 4.137500e+02 4.155000e+02
2 4.367500e+02 4.320000e+02 4.485000e+02
3 4.422500e+02 4.390000e+02 4.507500e+02
4 4.845000e+02 4.697500e+02 4.940000e+02
5 9.082500e+02 8.985000e+02 9.260000e+02
6 5.480000e+02 5.382500e+02 5.535000e+02
7 1.068000e+03 1.048750e+03 1.192000e+03
8 1.194375e+03 1.189500e+03 1.211250e+03
