#X Throughput-median Throughput-min Throughput-max
1 2.523280e+10 2.513120e+10 2.530218e+10
2 4.887383e+10 4.842272e+10 4.906177e+10
3 6.051743e+10 6.012688e+10 6.059574e+10
4 7.625495e+10 7.619610e+10 7.643145e+10
5 8.880096e+10 8.624178e+10 8.907145e+10
6 8.202625e+10 8.020011e+10 8.236745e+10
7 9.048449e+10 8.892462e+10 9.139691e+10
8 9.508362e+10 9.363765e+10 9.588268e+10
