#X Throughput-median Throughput-min Throughput-max
1 3.083847e+10 3.074230e+10 3.089830e+10
2 5.885961e+10 5.866777e+10 5.970368e+10
3 6.723365e+10 6.663334e+10 6.753076e+10
4 8.683677e+10 8.569802e+10 8.756320e+10
5 9.531967e+10 8.287492e+10 9.538918e+10
6 8.674788e+10 8.530778e+10 8.738369e+10
7 9.021148e+10 8.374425e+10 9.502541e+10
8 9.500559e+10 8.967095e+10 9.533523e+10
