#X lat50-median lat50-min lat50-max
1 4.535000e+02 4.525000e+02 4.547500e+02
2 4.635000e+02 4.625000e+02 4.675000e+02
3 4.410000e+02 4.370000e+02 4.477500e+02
4 4.817500e+02 4.807500e+02 4.822500e+02
5 4.115000e+02 3.800000e+02 5.025000e+02
6 1.327500e+02 1.317500e+02 1.347500e+02
7 1.455000e+02 1.392500e+02 1.512500e+02
8 1.552500e+02 1.527500e+02 1.597500e+02
