#X lat50-median lat50-min lat50-max
1 3.905000e+02 3.902500e+02 3.915000e+02
2 4.035000e+02 3.995000e+02 4.045000e+02
3 1.230000e+02 1.222500e+02 1.237500e+02
4 4.092500e+02 4.040000e+02 4.145000e+02
5 1.610000e+02 1.600000e+02 1.802500e+02
6 1.400000e+02 1.340000e+02 1.480000e+02
7 1.565000e+02 1.450000e+02 1.617500e+02
8 1.597500e+02 1.575000e+02 1.687500e+02
