0 0 328.0 327.0 328.5 328.0 327.75
0 4 265.25 265.75 266.0 265.0 265.5
0 8 270.0 271.0 270.25 270.75 271.0
0 12 277.75 278.0 277.75 277.0 278.0
0 16 277.5 278.25 277.25 278.5 278.0
0 20 290.75 287.0 287.0 288.75 288.0
4 0 278.0 277.0 278.0 278.25 278.0
4 4 374.25 376.75 375.75 375.0 374.5
4 8 391.25 391.25 389.0 389.5 390.0
4 12 411.0 410.75 413.5 411.75 411.0
4 16 423.0 425.5 424.25 429.25 427.0
4 20 433.25 433.0 433.0 433.5 434.0
8 0 277.75 278.5 278.0 277.0 278.75
8 4 386.25 387.0 385.5 387.75 387.0
8 8 403.5 404.5 402.75 402.75
8 12 425.5 423.75 426.0 425.25 423.5
8 16 438.0 433.5 434.5 433.5 433.75
8 20 454.0 453.25 453.5 453.0 453.5
12 0 277.75 277.0 277.0 278.25 278.0
12 4 396.5 397.5 397.25 396.5 397.0
12 8 414.0 415.75 416.0 413.75 416.5
12 12 430.25 431.75 432.5 431.0 431.5
12 16 448.0 448.25 447.5 448.0 447.5
12 20 471.5 471.0 472.5 471.0 471.75
16 0 277.75 276.0 278.75 277.75 278.0
16 4 410.0 409.5 410.25 408.25 409.5
16 8 425.75 424.5 426.0 425.75 428.0
16 12 446.5 447.5 447.0 447.0 447.0
16 16 466.75 464.75 465.25 465.0 465.0
16 20 490.75 490.0 490.75 490.0 490.75
20 0 277.0 277.75 277.75 277.25 277.0
20 4 426.75 428.0 424.75 429.5 428.0
20 8 439.75 438.5 439.0 439.5 439.5
20 12 472.75 472.5 472.5 472.5 472.5
20 16 491.5 491.5 491.0 492.0 491.75
20 20 516.0 517.5 519.0 517.5 515.5
