0 0 270.169877083 269.785646373 269.026674318 270.508303152 269.19461332
0 4 279.988351373 281.555297945 283.780701665 280.2841856 285.484040273
0 8 297.262177345 297.798941595 297.884246245 298.083297137 297.752614745
0 12 307.547117555 308.30506114 307.202835387 307.554466972 307.336065837
0 16 315.90902698 315.834625825 316.083888133 315.776410317 315.595715508
0 20 325.00015326 325.151323355 324.332219642 324.91621379 326.053973902
4 0 324.064643522 324.266565188 323.683210752 324.140127642 324.111179275
4 4 402.507477802 405.2152352 402.548202497 405.223360625 410.03750196
4 8 415.699741383 414.597176845 415.687975612 413.827947725 418.749194365
4 12 431.63935128 430.441139905 431.377590952 431.877423085 430.74018879
4 16 449.650252798 449.151157883 449.691363632 449.63307949 450.404291543
4 20 467.066383733 467.037537322 467.152486955 467.225804783 467.188035263
8 0 323.90413742 323.57351818 323.475008193 324.275361073 327.050103965
8 4 416.966029187 413.186161378 416.19994096 414.151153035 414.699076073
8 8 423.697404545 425.11997252 426.563170437 422.883088 426.097766855
8 12 445.443763975 444.81164524 444.8427115 444.941538115 444.783423533
8 16 466.796800855 466.510154387 466.723569903 468.686824942 466.4800748
8 20 487.38074737 487.230529565 487.819916373 486.775560665 487.277807123
12 0 324.004909465 323.773640553 323.939865012 323.7134445 323.624365398
12 4 422.356127227 422.218461783 422.541572508 423.140116813 420.805551008
12 8 431.189032165 433.21869385 432.097063798 432.006990303 432.338817732
12 12 457.964026265 459.622790843 458.606650587 459.649014665 459.004021562
12 16 481.241531323 480.260290835 480.24179854 483.47362296 480.568421705
12 20 504.81681159 504.541540807 503.92247264 505.11906038 503.590445705
16 0 324.097164178 324.066169823 323.710570845 328.015543035 324.974631822
16 4 430.184361378 430.288658872 430.306912888 432.42707151 431.6696911
16 8 443.011661675 442.48785931 442.465799582 443.292812352 441.645796702
16 12 473.03927397 473.03570662 473.132480735 472.720085325 473.62940754
16 16 495.055841382 497.71874603 494.732574447 495.222735092 494.529904698
16 20 518.497799223 519.923148527 520.19021518 518.839774005 519.223097615
20 0 327.27795477 324.158597982 323.933701832 323.866955787 323.667015585
20 4 443.995942093 444.714327108 443.790598757 444.158356373 444.659410625
20 8 461.06953479 459.966055353 460.632044525 459.589869028 458.92987383
20 12 499.690152157 493.514388722 495.19159807 494.471301897 493.685162687
20 16 516.083665205 518.522102385 515.228913207 514.814850612 516.551397502
20 20 541.649948848 542.395609992 541.604366508 542.039206765 541.654570968
