0 0 2940190.0 2959900.0 2985220.0 2972100.0 2973320.0
0 4 2870370.0 2915570.0 2942460.0 2903550.0 2914600.0
0 8 2790760.0 2853670.0 2842570.0 2854370.0 2752880.0
0 12 2632790.0 2689650.0 2661890.0 2620060.0 2651390.0
0 16 2480080.0 2515840.0 2459260.0 2449590.0 2440080.0
0 20 2311970.0 2335500.0 2279200.0 2275490.0 2348990.0
4 0 1988920.0 2044090.0 2013670.0 2005900.0 2013190.0
4 4 4107170.0 4133330.0 4112850.0 4156720.0 4121860.0
4 8 4079370.0 4094040.0 4135450.0 4101030.0 4079080.0
4 12 3780500.0 3813720.0 3848840.0 3788670.0 3801890.0
4 16 3660640.0 3677760.0 3620430.0 3672900.0 3660570.0
4 20 3357880.0 3394270.0 3404200.0 3397990.0 3356210.0
8 0 2029190.0 2014950.0 2054310.0 2017810.0 2021390.0
8 4 4563170.0 4494450.0 4527840.0 4547200.0 4528270.0
8 8 4482910.0 4539300.0 4544680.0 4515470.0
8 12 4147750.0 4075010.0 4099160.0 4161680.0 4159370.0
8 16 3868270.0 3916270.0 3924270.0 3907040.0 3876110.0
8 20 3753950.0 3732150.0 3785020.0 3738760.0 3778090.0
12 0 2098570.0 2067790.0 2017760.0 2041090.0 2036770.0
12 4 4945100.0 4838580.0 4850500.0 4863380.0 4832570.0
12 8 4719340.0 4776050.0 4757530.0 4755430.0 4779040.0
12 12 4378480.0 4420610.0 4431050.0 4452640.0 4454330.0
12 16 4221000.0 4214480.0 4225340.0 4179860.0 4297790.0
12 20 4003600.0 4017930.0 3977980.0 3975290.0 3988870.0
16 0 1999060.0 2005390.0 1990680.0 2020560.0 2000680.0
16 4 4939870.0 4955560.0 4939610.0 4933750.0 4946580.0
16 8 4717920.0 4849240.0 4783010.0 4813100.0 4811060.0
16 12 4403260.0 4470670.0 4433030.0 4389710.0 4403360.0
16 16 4208150.0 4222920.0 4250370.0 4281870.0 4261570.0
16 20 3975370.0 3978700.0 4031260.0 4017160.0 3996290.0
20 0 2114270.0 2031470.0 2089070.0 2059800.0 2113180.0
20 4 4737770.0 4807920.0 4823680.0 4755210.0 4725420.0
20 8 4584160.0 4614760.0 4624660.0 4627580.0 4596570.0
20 12 4245800.0 4224640.0 4256000.0 4244470.0 4307950.0
20 16 4101610.0 4132690.0 4130250.0 4102340.0 4159590.0
20 20 3987480.0 3829840.0 3851710.0 3854210.0 3898910.0
